,loss,binary_accuracy,iou,dice_coefficients,val_loss,val_binary_accuracy,val_iou,val_dice_coefficients
61,-0.8911499381065369,0.9978941679000854,0.8063514828681946,0.8911358714103699,-0.865951657295227,0.9984226822853088,0.7598780989646912,0.8586084842681885
62,-0.8903616666793823,0.997858464717865,0.8053768873214722,0.8903709650039673,-0.8410241007804871,0.99741131067276,0.7340433597564697,0.8410241007804871
63,-0.8893324136734009,0.9978394508361816,0.8043391108512878,0.8893285989761353,-0.8976720571517944,0.9977948069572449,0.816596269607544,0.8975825905799866
64,-0.8932303786277771,0.9979153871536255,0.8094794750213623,0.8932282328605652,-0.9042702317237854,0.9981551766395569,0.8274433612823486,0.9042702317237854
65,-0.8921467661857605,0.9978799819946289,0.8079149723052979,0.8921537399291992,-0.9032238125801086,0.9982159733772278,0.8248310089111328,0.9032238125801086
66,-0.8967344164848328,0.997965931892395,0.8150783777236938,0.8967217803001404,-0.890192985534668,0.9976084232330322,0.8051008582115173,0.8901731371879578
67,-0.8955070376396179,0.9980087876319885,0.8143976926803589,0.8955079317092896,-0.8680269718170166,0.9980960488319397,0.7743432521820068,0.8680269718170166
68,-0.8976100087165833,0.9980224967002869,0.8170602917671204,0.8976205587387085,-0.8776487708091736,0.9977321028709412,0.7992423176765442,0.8862201571464539
69,-0.8878260850906372,0.9977537989616394,0.801372766494751,0.8878396153450012,-0.9066570997238159,0.998213529586792,0.8331906199455261,0.9083350300788879
70,-0.8965293169021606,0.9979600310325623,0.8148658871650696,0.8965321779251099,-0.8991997838020325,0.9979091286659241,0.8182546496391296,0.8991997838020325
71,-0.8953770995140076,0.9979656338691711,0.8136290311813354,0.895361602306366,-0.9174011945724487,0.9981340765953064,0.8579904437065125,0.9227437973022461
72,-0.8951449990272522,0.9979575276374817,0.8130881190299988,0.8951550722122192,-0.8836565017700195,0.9980947971343994,0.7965810298919678,0.8836565017700195
73,-0.8942292332649231,0.9979759454727173,0.812939465045929,0.8942321538925171,-0.9146261215209961,0.9983090758323669,0.8439369797706604,0.9146261215209961
74,-0.9024083018302917,0.9980588555335999,0.8247926235198975,0.9024124145507812,-0.8873792886734009,0.9977707862854004,0.8020268082618713,0.8889803886413574
